일시,지역명,방문자수,검색건수,관외 이동량,숙박업소 개수
5,경상북도 고령군,1070016,15420,124568,2
5,경상북도 성주군,1557156,16171,175574,51
5,경상북도 칠곡군,3581741,60817,423811,34
5,경상북도 예천군,1737966,21842,122842,10
5,경상북도 봉화군,852159,11821,80581,18
5,경상북도 울진군,1792780,50146,128755,79
5,경상북도 울릉군,502162,9711,48321,34
6,경상북도 경주시,9078841,464619,1088075,827
6,경상북도 김천시,3371530,66356,322754,62
6,경상북도 안동시,4932602,86145,324542,146
6,경상북도 구미시,8302409,148716,683582,125
6,경상북도 영주시,2579326,40264,171658,49
6,경상북도 영천시,2598506,45371,331575,36
6,경상북도 상주시,2860916,36159,249041,36
6,경상북도 문경시,2044517,60422,230984,78
6,경상북도 경산시,6659399,98913,784790,51
6,경상북도 의성군,1513090,14123,139887,9
6,경상북도 청송군,887896,14412,82748,18
6,경상북도 영양군,382369,2246,32379,2
6,경상북도 영덕군,1639975,37336,171769,143
6,경상북도 청도군,1517496,57502,252806,80
6,경상북도 고령군,987263,14505,151289,2
6,경상북도 성주군,1391512,14282,205276,49
6,경상북도 칠곡군,3194858,60513,529263,34
6,경상북도 예천군,1552372,20861,137378,10
6,경상북도 봉화군,726170,10724,91737,18
6,경상북도 울진군,1667510,49109,154134,80
6,경상북도 울릉군,448068,10492,51526,38
7,경상북도 경주시,9385101,495321,926878,835
7,경상북도 김천시,3370085,64975,263930,59
7,경상북도 안동시,4928612,77855,263430,147
7,경상북도 구미시,8314374,150953,582002,124
7,경상북도 영주시,2597004,37213,145234,50
7,경상북도 영천시,2560590,43469,265665,36
7,경상북도 상주시,2837295,35692,201251,36
7,경상북도 문경시,2073905,53545,185628,78
7,경상북도 경산시,6574364,103095,600030,48
7,경상북도 의성군,1477599,13534,105943,9
7,경상북도 청송군,921590,15675,69145,16
7,경상북도 영양군,394790,2272,26713,2
7,경상북도 영덕군,1783753,47493,156974,140
7,경상북도 청도군,1540240,60600,200919,77
7,경상북도 고령군,961090,11857,114923,2
7,경상북도 성주군,1404469,18136,166489,48
7,경상북도 칠곡군,3250916,63907,433490,33
7,경상북도 예천군,1565206,18836,108576,10
7,경상북도 봉화군,754748,10533,76726,18
7,경상북도 울진군,1716625,58669,135458,80
7,경상북도 울릉군,367534,9237,27498,37
8,경상북도 경주시,9867567,647167,1193250,863
8,경상북도 김천시,3396534,66849,272049,61
8,경상북도 안동시,5057024,104129,318848,150
8,경상북도 구미시,8288732,156089,577241,123
8,경상북도 영주시,2568624,46948,163700,50
8,경상북도 영천시,2572244,49104,285339,37
8,경상북도 상주시,2929291,40474,226345,37
8,경상북도 문경시,2177266,68443,228181,80
8,경상북도 경산시,6628407,110774,617592,48
8,경상북도 의성군,1494108,14736,117336,9
8,경상북도 청송군,982319,19559,86276,17
8,경상북도 영양군,431588,3611,36788,2
8,경상북도 영덕군,1948709,69226,227481,143
8,경상북도 청도군,1616864,72871,252371,81
8,경상북도 고령군,929446,12095,115109,3
8,경상북도 성주군,1428617,25417,183054,47
8,경상북도 칠곡군,3323391,66206,437192,35
8,경상북도 예천군,1535186,20257,114372,10
8,경상북도 봉화군,802462,15121,96869,18
8,경상북도 울진군,1908341,93916,210263,81
8,경상북도 울릉군,393742,14956,38927,41
9,경상북도 경주시,9459838,490582,1025192,866
9,경상북도 김천시,3569729,72379,325908,61
9,경상북도 안동시,5340205,123289,404609,149
9,경상북도 구미시,8554297,164640,641491,123
9,경상북도 영주시,2817796,57975,223196,52
9,경상북도 영천시,2911734,68849,363254,36
9,경상북도 상주시,3172397,46127,296316,37
9,경상북도 문경시,2327076,74014,276431,80
9,경상북도 경산시,7098801,105306,827746,49
9,경상북도 의성군,1652820,18495,162359,9
9,경상북도 청송군,970559,18197,96353,17
9,경상북도 영양군,446986,2704,41032,2
9,경상북도 영덕군,1675391,59734,171509,147
9,경상북도 청도군,1525116,61271,238917,81
9,경상북도 고령군,1029320,16764,142327,3
9,경상북도 성주군,1485812,16522,198228,48
9,경상북도 칠곡군,3523322,67928,486788,35
9,경상북도 예천군,1687869,27711,154531,10
9,경상북도 봉화군,857267,17564,111362,19
9,경상북도 울진군,1753850,70707,161390,81
9,경상북도 울릉군,366958,13587,33503,44
10,경상북도 경주시,10027635,628220,1054513,868
10,경상북도 김천시,3591771,74443,267231,62
10,경상북도 안동시,5393850,158735,342896,151
10,경상북도 구미시,8911320,171531,573459,123
10,경상북도 영주시,3120682,74496,178016,52
10,경상북도 영천시,2832536,71262,295473,36
10,경상북도 상주시,3154576,45731,229012,38
10,경상북도 문경시,2287666,101540,233087,80
10,경상북도 경산시,6733308,108496,678996,49
10,경상북도 의성군,1530810,17884,117199,9
10,경상북도 청송군,1102768,35653,100491,18
10,경상북도 영양군,427970,2948,28428,2
10,경상북도 영덕군,1747890,61641,143359,148
10,경상북도 청도군,1686448,79901,235302,86
10,경상북도 고령군,1043519,24313,131274,3
10,경상북도 성주군,1418822,17211,163985,48
10,경상북도 칠곡군,3684086,86840,466409,36
10,경상북도 예천군,1647103,26953,116663,10
10,경상북도 봉화군,859290,19496,86189,19
10,경상북도 울진군,1843168,72792,140276,80
10,경상북도 울릉군,446831,16634,41284,46
11,경상북도 경주시,9086902,486880,1122665,883
11,경상북도 김천시,3391438,60927,321923,62
11,경상북도 안동시,5025565,99826,363029,152
11,경상북도 구미시,8594640,152740,713922,125
11,경상북도 영주시,2896554,46777,192872,54
11,경상북도 영천시,2511080,47327,325875,36
11,경상북도 상주시,2847854,31861,253167,38
11,경상북도 문경시,1952018,52967,233399,80
11,경상북도 경산시,6688182,94786,845688,50
11,경상북도 의성군,1417497,13814,135887,8
11,경상북도 청송군,1016585,29072,115636,18
11,경상북도 영양군,390592,1779,32320,2
11,경상북도 영덕군,1484124,39642,148408,149
11,경상북도 청도군,1375405,56101,237620,85
11,경상북도 고령군,937022,18774,153960,3
11,경상북도 성주군,1291394,10621,191999,48
11,경상북도 칠곡군,3296148,57638,539759,35
11,경상북도 예천군,1537563,20445,138919,11
11,경상북도 봉화군,746499,9670,92102,19
11,경상북도 울진군,1596473,49013,141062,82
11,경상북도 울릉군,301965,3645,19739,45
12,경상북도 경주시,8927220,414502,814805,907
12,경상북도 김천시,3288261,56892,235486,63
12,경상북도 안동시,4902020,81243,258924,154
12,경상북도 구미시,8588561,160625,564374,125
12,경상북도 영주시,2806389,36808,133328,54
12,경상북도 영천시,2428024,38046,233538,36
12,경상북도 상주시,2744199,26581,179268,37
12,경상북도 문경시,1752349,37901,156685,80
12,경상북도 경산시,6374835,98900,623364,51
12,경상북도 의성군,1294671,8843,86559,8
12,경상북도 청송군,795674,16478,56652,18
12,경상북도 영양군,334087,1112,19317,2
12,경상북도 영덕군,1600716,58084,135481,153
12,경상북도 청도군,1329581,52831,180504,90
12,경상북도 고령군,893707,10607,108462,3
12,경상북도 성주군,1283407,11684,139511,49
12,경상북도 칠곡군,3135478,54928,404512,36
12,경상북도 예천군,1462460,16076,95049,11
12,경상북도 봉화군,647528,10762,63997,18
12,경상북도 울진군,1641905,62908,117330,81
12,경상북도 울릉군,246295,564,6658,46
1,광주광역시 동구,4855860,59494,674637,54
1,광주광역시 서구,9437965,184385,1094926,96
1,광주광역시 남구,4879526,40326,477221,17
1,광주광역시 북구,11447321,95861,979443,68
1,광주광역시 광산구,10909247,150798,991625,82
2,광주광역시 동구,4450535,58937,689937,54
2,광주광역시 서구,8613324,179336,1081379,97
2,광주광역시 남구,4353937,41556,451530,17
2,광주광역시 북구,10312286,95432,936004,68
2,광주광역시 광산구,9958545,154131,961985,82
3,광주광역시 동구,5418575,63122,784664,53
3,광주광역시 서구,9979368,198501,1091920,97
3,광주광역시 남구,5172127,43627,489306,17
3,광주광역시 북구,12373409,109330,977764,68
3,광주광역시 광산구,11666877,165204,1002312,81
4,광주광역시 동구,4685004,62733,719916,53
4,광주광역시 서구,9310797,198032,1054313,96
4,광주광역시 남구,4596844,42538,479307,17
4,광주광역시 북구,11157517,113502,942450,68
4,광주광역시 광산구,10694435,168118,976082,84
5,광주광역시 동구,5450294,72302,770503,53
5,광주광역시 서구,10155292,213022,1087948,97
5,광주광역시 남구,4967841,45711,480420,16
5,광주광역시 북구,12233085,121699,966939,69
5,광주광역시 광산구,11623886,178078,991349,84
6,광주광역시 동구,5022742,67244,891995,52
6,광주광역시 서구,9357575,200537,1348221,96
6,광주광역시 남구,3662041,43754,593722,16
6,광주광역시 북구,10844654,115025,1160770,71
6,광주광역시 광산구,10234382,181760,1230116,85
7,광주광역시 동구,4984382,72632,728871,52
7,광주광역시 서구,9492643,210238,1143363,98
7,광주광역시 남구,3690355,45914,500201,16
7,광주광역시 북구,10863414,118595,977702,71
7,광주광역시 광산구,10408893,187012,1038265,85
8,광주광역시 동구,4924616,73113,706235,51
8,광주광역시 서구,9327381,211760,1114753,100
8,광주광역시 남구,3614827,46848,486678,16
8,광주광역시 북구,10755353,128023,984530,71
8,광주광역시 광산구,10268356,190000,1016890,85
9,광주광역시 동구,4899261,71050,799616,52
9,광주광역시 서구,9199408,214888,1166824,99
9,광주광역시 남구,3633617,46903,555951,16
9,광주광역시 북구,10871575,125302,1131910,71
9,광주광역시 광산구,10265880,181060,1090441,86
10,광주광역시 동구,5262858,72082,785510,52
10,광주광역시 서구,9723186,213914,1144492,97
10,광주광역시 남구,3729473,48772,511231,16
10,광주광역시 북구,11187798,120514,1002442,71
10,광주광역시 광산구,10970617,182154,1041004,86
11,광주광역시 동구,4879634,66020,945629,52
11,광주광역시 서구,9211282,209719,1462370,100
11,광주광역시 남구,3592942,46612,646092,16
11,광주광역시 북구,10620482,104422,1232540,72
11,광주광역시 광산구,10700940,172243,1306935,86
12,광주광역시 동구,5040024,75350,751626,54
12,광주광역시 서구,9583711,231065,1178781,100
12,광주광역시 남구,3690599,50041,507758,16
12,광주광역시 북구,10831543,112064,982862,72
12,광주광역시 광산구,10926938,190903,1047806,87
1,대구광역시 중구,7263611,121477,1191304,55
1,대구광역시 동구,10771115,258996,1048590,85
1,대구광역시 서구,3716461,43538,520249,38
1,대구광역시 남구,4537484,57144,511110,24
1,대구광역시 북구,12187761,128814,1002653,52
1,대구광역시 수성구,11761320,191788,1057887,42
1,대구광역시 달서구,14150287,142878,1222462,73
1,대구광역시 달성군,6247834,87783,640560,27
2,대구광역시 중구,7018067,121118,1268522,57
2,대구광역시 동구,9886819,246188,1027830,84
2,대구광역시 서구,3374783,38850,504923,38
2,대구광역시 남구,4234217,54419,511942,24
2,대구광역시 북구,11170363,121562,960919,53
2,대구광역시 수성구,10695427,186911,1023982,42
2,대구광역시 달서구,13011933,144277,1185460,75
2,대구광역시 달성군,5878694,85691,638862,28
3,대구광역시 중구,7802072,123205,1204339,58
3,대구광역시 동구,11212349,274935,1034877,84
3,대구광역시 서구,3881192,48538,518286,37
3,대구광역시 남구,4991589,63530,557018,24
3,대구광역시 북구,13081526,134770,1067349,53
3,대구광역시 수성구,12202479,201954,1039918,43
3,대구광역시 달서구,15216906,166008,1263806,73
3,대구광역시 달성군,6897769,117540,688368,28
4,대구광역시 중구,7282549,122399,1180214,57
4,대구광역시 동구,10644882,278538,1022718,81
4,대구광역시 서구,3601458,38843,529107,35
4,대구광역시 남구,4491215,55698,540571,25
4,대구광역시 북구,11887432,136859,1016808,51
4,대구광역시 수성구,11503846,203275,1049498,39
4,대구광역시 달서구,13792150,161382,1239045,68
4,대구광역시 달성군,6647218,123528,675895,28
5,대구광역시 중구,7774165,129173,1238039,59
5,대구광역시 동구,11221685,292657,1081235,83
5,대구광역시 서구,3833368,44582,534363,37
5,대구광역시 남구,4823344,55635,538678,25
5,대구광역시 북구,12708258,145530,1039760,52
5,대구광역시 수성구,12167782,219737,1091610,39
5,대구광역시 달서구,14780864,170742,1269792,68
5,대구광역시 달성군,6806682,112252,680037,29
6,대구광역시 중구,7340168,119691,1503458,60
6,대구광역시 동구,10308119,274321,1316370,84
6,대구광역시 서구,3406845,39646,665397,37
6,대구광역시 남구,4273824,53711,662337,25
6,대구광역시 북구,11242063,148398,1272114,52
6,대구광역시 수성구,10978261,208311,1317770,40
6,대구광역시 달서구,13075609,155594,1523883,71
6,대구광역시 달성군,5860688,108883,838749,29
7,대구광역시 중구,7582662,125159,1286114,59
7,대구광역시 동구,10680273,289662,1107553,85
7,대구광역시 서구,3507530,40457,564005,37
7,대구광역시 남구,4317817,55657,556785,24
7,대구광역시 북구,11220099,143054,1034483,52
7,대구광역시 수성구,11137898,216314,1106663,38
7,대구광역시 달서구,13344888,166216,1254844,73
7,대구광역시 달성군,5973480,118128,691634,27
7,대구광역시 군위군,895591,29571,125231,1
8,대구광역시 중구,7326032,127579,1274479,58
8,대구광역시 동구,10493082,287456,1130267,85
8,대구광역시 서구,3410687,42061,545169,38
8,대구광역시 남구,4267377,57828,540940,24
8,대구광역시 북구,11187488,153924,1039099,52
8,대구광역시 수성구,11129878,222905,1119226,39
8,대구광역시 달서구,13012979,165677,1218911,72
8,대구광역시 달성군,5885237,117021,690842,27
8,대구광역시 군위군,931675,31707,149245,5
9,대구광역시 중구,7454470,124209,1262724,60
9,대구광역시 동구,10762427,287247,1162214,86
9,대구광역시 서구,3655655,43609,587430,38
9,대구광역시 남구,4421143,64590,599206,24
9,대구광역시 북구,11883982,156127,1204935,51
9,대구광역시 수성구,11159783,225676,1165594,39
9,대구광역시 달서구,13623327,169273,1378082,73
9,대구광역시 달성군,5992703,108401,728081,28
9,대구광역시 군위군,1096760,36797,178092,7
10,대구광역시 중구,7947212,127534,1289924,60
10,대구광역시 동구,11384186,308245,1143343,88
10,대구광역시 서구,3709241,36070,559682,38
10,대구광역시 남구,4512004,65347,568053,24
10,대구광역시 북구,12359863,174471,1103892,52
10,대구광역시 수성구,11442736,209099,1096966,39
10,대구광역시 달서구,14231153,174417,1323020,73
10,대구광역시 달성군,6456812,121753,700625,28
10,대구광역시 군위군,1149284,43478,151580,7
11,대구광역시 중구,7465884,121723,1603698,59
11,대구광역시 동구,10870168,289418,1422347,87
11,대구광역시 서구,3574307,41577,729381,38
11,대구광역시 남구,4251994,57480,722561,24
11,대구광역시 북구,11991777,154749,1390993,54
11,대구광역시 수성구,11081851,202738,1382823,40
11,대구광역시 달서구,13830399,155981,1627621,73
11,대구광역시 달성군,5940018,91133,842039,28
11,대구광역시 군위군,935447,29469,155964,7
12,대구광역시 중구,8031519,145124,1377658,59
12,대구광역시 동구,11153701,300145,1139490,87
12,대구광역시 서구,3642026,41827,598906,38
12,대구광역시 남구,4295306,70241,574932,25
12,대구광역시 북구,12147586,180837,1104368,54
12,대구광역시 수성구,11360182,250231,1145894,40
12,대구광역시 달서구,13937682,182836,1326660,73
12,대구광역시 달성군,5725233,98089,657020,29
12,대구광역시 군위군,836300,20348,102904,7
1,대전광역시 동구,6115024,125887,654988,46
1,대전광역시 중구,7226168,98637,760457,55
1,대전광역시 서구,13319937,184214,1198868,55
1,대전광역시 유성구,11655310,305182,1057945,75
1,대전광역시 대덕구,4578455,52166,481540,44
2,대전광역시 동구,5686331,125533,663663,47
2,대전광역시 중구,6674392,105101,765586,55
2,대전광역시 서구,12377433,182268,1177712,55
2,대전광역시 유성구,11108415,312944,1131759,75
2,대전광역시 대덕구,4254509,52078,495022,45
3,대전광역시 동구,6890497,140654,776003,46
3,대전광역시 중구,7543944,112091,778909,54
3,대전광역시 서구,14110915,192583,1217274,56
3,대전광역시 유성구,13049662,330634,1232071,77
3,대전광역시 대덕구,4934141,63784,540516,47
4,대전광역시 동구,6050421,146759,685816,46
4,대전광역시 중구,7019622,120890,761166,54
4,대전광역시 서구,12983213,193845,1133013,56
4,대전광역시 유성구,11930334,351694,1158593,78
4,대전광역시 대덕구,4580531,54757,512892,48
5,대전광역시 동구,6657965,145826,701187,49
5,대전광역시 중구,7561698,122211,784023,54
5,대전광역시 서구,13927614,207466,1166558,57
5,대전광역시 유성구,12920835,360596,1185326,77
5,대전광역시 대덕구,4907745,54571,508883,48
6,대전광역시 동구,5527153,139398,855418,49
6,대전광역시 중구,6567582,118785,972289,54
6,대전광역시 서구,12417189,201467,1437719,57
6,대전광역시 유성구,12045617,381014,1477030,78
6,대전광역시 대덕구,4539180,54849,628179,49
7,대전광역시 동구,5429737,140658,685359,49
7,대전광역시 중구,6552379,116198,802184,53
7,대전광역시 서구,12542257,208611,1186519,54
7,대전광역시 유성구,11877471,389896,1171310,77
7,대전광역시 대덕구,4486482,52813,507292,48
8,대전광역시 동구,5461404,146300,715104,52
8,대전광역시 중구,6734761,127467,847747,53
8,대전광역시 서구,12476711,214211,1197807,53
8,대전광역시 유성구,11841485,390595,1175542,80
8,대전광역시 대덕구,4506728,59645,500227,48
9,대전광역시 동구,5916103,150195,822684,53
9,대전광역시 중구,6494288,122511,845456,53
9,대전광역시 서구,12246681,206614,1272109,54
9,대전광역시 유성구,11691395,378605,1263221,81
9,대전광역시 대덕구,4449674,72205,571806,49
10,대전광역시 동구,6126515,152909,745583,55
10,대전광역시 중구,7078481,134440,813154,53
10,대전광역시 서구,13542617,211081,1199311,54
10,대전광역시 유성구,12506925,391521,1233537,81
10,대전광역시 대덕구,4689262,76949,540915,49
11,대전광역시 동구,5876387,140458,936371,54
11,대전광역시 중구,6632048,102292,985235,54
11,대전광역시 서구,12989489,207346,1507322,54
11,대전광역시 유성구,12130434,377497,1541898,82
11,대전광역시 대덕구,4390954,63227,679576,50
12,대전광역시 동구,5890285,140882,735840,55
12,대전광역시 중구,6944800,115622,807916,56
12,대전광역시 서구,13457665,228969,1215186,54
12,대전광역시 유성구,12281175,422865,1207662,84
12,대전광역시 대덕구,4419174,61430,523978,51
1,부산광역시 중구,4460629,72185,593333,88
1,부산광역시 서구,3276086,33678,375658,41
1,부산광역시 동구,4049000,64116,505623,81
1,부산광역시 영도구,3434108,36273,243947,32
1,부산광역시 동래구,7411899,90190,833088,54
1,부산광역시 남구,6805459,80375,594546,39
1,부산광역시 북구,6718527,48201,437400,50
1,부산광역시 사하구,6429179,62716,485678,38
1,부산광역시 금정구,6218131,77710,612863,28
1,부산광역시 강서구,5803070,215992,888559,54
1,부산광역시 연제구,5356577,36273,743201,42
1,부산광역시 수영구,6180980,115854,725978,108
1,부산광역시 사상구,5241114,74870,683845,61
1,부산광역시 기장군,6623982,348366,708384,105
2,부산광역시 중구,4120902,69523,629175,89
2,부산광역시 서구,3025135,34119,390820,44
2,부산광역시 동구,3831928,65624,541037,81
2,부산광역시 영도구,3121573,32818,241368,33
2,부산광역시 동래구,6590792,80913,800077,54
2,부산광역시 남구,6222769,77310,585066,37
2,부산광역시 북구,5929935,46614,393039,52
2,부산광역시 사하구,5826658,58461,471042,38
2,부산광역시 금정구,5642349,70375,611214,28
2,부산광역시 강서구,5363706,205856,947068,54
2,부산광역시 연제구,4793813,32818,750196,42
2,부산광역시 수영구,5615550,110035,732178,106
2,부산광역시 사상구,4774408,69920,686809,61
2,부산광역시 기장군,5798248,338140,714354,107
3,부산광역시 중구,4610561,64635,591253,89
3,부산광역시 서구,3560465,31731,413192,44
3,부산광역시 동구,4187375,67718,510198,81
3,부산광역시 영도구,3607642,35563,280697,32
3,부산광역시 동래구,7542222,88789,828290,54
3,부산광역시 남구,7487811,91410,695141,37
3,부산광역시 북구,6754701,50574,397241,52
3,부산광역시 사하구,6865426,61829,506035,38
3,부산광역시 금정구,6922618,82795,746233,29
3,부산광역시 강서구,6165852,230318,939923,55
3,부산광역시 연제구,5500971,35563,767097,42
3,부산광역시 수영구,6176649,109537,693015,107
3,부산광역시 사상구,5680231,83972,769113,63
3,부산광역시 기장군,6479725,347350,694211,109
4,부산광역시 중구,4374035,74837,595714,89
4,부산광역시 서구,3212495,26651,409867,44
4,부산광역시 동구,4057760,68996,519866,82
4,부산광역시 영도구,3315071,35844,252029,33
4,부산광역시 동래구,7090898,94002,835712,54
4,부산광역시 남구,6585555,75340,647316,37
4,부산광역시 북구,6410639,52393,403454,53
4,부산광역시 사하구,6159300,58962,482030,39
4,부산광역시 금정구,5996921,86395,670007,29
4,부산광역시 강서구,5993259,215404,924458,58
4,부산광역시 연제구,5117715,35844,764610,42
4,부산광역시 수영구,5895718,111146,676715,109
4,부산광역시 사상구,5059636,75378,720189,63
4,부산광역시 기장군,6416538,342535,715211,114
5,부산광역시 중구,4695982,77956,612716,89
5,부산광역시 서구,3495929,28792,419621,45
5,부산광역시 동구,4378428,74720,532155,83
5,부산광역시 영도구,3702081,39105,269920,35
5,부산광역시 동래구,7586658,101842,862752,53
5,부산광역시 남구,7261073,76613,649791,37
5,부산광역시 북구,6817278,56105,420075,53
5,부산광역시 사하구,6514359,65041,497872,39
5,부산광역시 금정구,6728797,91137,689544,29
5,부산광역시 강서구,6303892,220572,911352,57
5,부산광역시 연제구,5438971,39105,762204,42
5,부산광역시 수영구,6263937,121145,721910,109
5,부산광역시 사상구,5474395,79424,716426,62
5,부산광역시 기장군,6815933,365020,755554,118
6,부산광역시 중구,4506201,71558,745487,89
6,부산광역시 서구,3299009,28964,527262,45
6,부산광역시 동구,4154927,71042,679473,85
6,부산광역시 영도구,3536280,36651,335989,34
6,부산광역시 동래구,6973956,96268,1068158,53
6,부산광역시 남구,6548038,76975,787982,37
6,부산광역시 북구,6402681,51966,515443,52
6,부산광역시 사하구,5901234,67627,598408,39
6,부산광역시 금정구,5967474,82387,816874,30
6,부산광역시 강서구,5929984,223583,1169848,57
6,부산광역시 연제구,3836837,36651,946974,42
6,부산광역시 수영구,5947170,116247,910911,112
6,부산광역시 사상구,4710330,75543,873710,63
6,부산광역시 기장군,6470926,345380,928952,119
7,부산광역시 중구,4486308,77257,600863,89
7,부산광역시 서구,3274793,29107,430182,45
7,부산광역시 동구,4285226,78134,578628,83
7,부산광역시 영도구,3516811,42424,258864,34
7,부산광역시 동래구,7108206,102861,914366,53
7,부산광역시 남구,6498775,76051,616851,36
7,부산광역시 북구,6604371,54320,433466,51
7,부산광역시 사하구,6041470,70564,483168,39
7,부산광역시 금정구,5848971,82503,639214,30
7,부산광역시 강서구,5978592,225556,975361,57
7,부산광역시 연제구,3939599,42424,803110,42
7,부산광역시 수영구,6225889,133321,788433,110
7,부산광역시 사상구,4773040,77705,705175,63
7,부산광역시 기장군,6612142,357037,718632,119
8,부산광역시 중구,4609514,88473,629994,91
8,부산광역시 서구,3322738,36695,444599,44
8,부산광역시 동구,4337064,81458,576563,83
8,부산광역시 영도구,3575053,44521,283604,35
8,부산광역시 동래구,7068850,108230,912325,54
8,부산광역시 남구,6501790,87394,612456,37
8,부산광역시 북구,6514319,56690,432842,51
8,부산광역시 사하구,6088148,81532,497978,39
8,부산광역시 금정구,5821007,85772,635619,30
8,부산광역시 강서구,6004394,233827,955646,58
8,부산광역시 연제구,4247960,44521,806071,42
8,부산광역시 수영구,6303610,149766,848220,109
8,부산광역시 사상구,4802874,81077,695491,62
8,부산광역시 기장군,6714423,408383,805984,123
9,부산광역시 중구,4619802,74938,633846,89
9,부산광역시 서구,3366931,39561,487131,43
9,부산광역시 동구,4107676,76289,563236,85
9,부산광역시 영도구,3613365,40457,316527,35
9,부산광역시 동래구,7126627,95470,926785,54
9,부산광역시 남구,6875955,90173,725106,37
9,부산광역시 북구,6752981,54707,480257,53
9,부산광역시 사하구,6380145,76148,567923,39
9,부산광역시 금정구,6419483,90832,771027,30
9,부산광역시 강서구,5909289,230061,983464,58
9,부산광역시 연제구,4572037,40457,829022,42
9,부산광역시 수영구,5950873,124881,790570,116
9,부산광역시 사상구,5156769,87719,786278,63
9,부산광역시 기장군,6395912,391107,793351,124
10,부산광역시 중구,4834592,79897,654959,89
10,부산광역시 서구,3443089,41342,474839,43
10,부산광역시 동구,4475886,78095,588290,85
10,부산광역시 영도구,3625885,36123,286000,34
10,부산광역시 동래구,7456556,92130,903802,53
10,부산광역시 남구,6939768,95537,663854,36
10,부산광역시 북구,6909313,59592,438469,54
10,부산광역시 사하구,6564264,76578,515730,39
10,부산광역시 금정구,6425444,97307,698407,30
10,부산광역시 강서구,6176150,255190,980151,58
10,부산광역시 연제구,4876937,36123,806751,42
10,부산광역시 수영구,6139174,119978,765873,118
10,부산광역시 사상구,5328954,92322,751883,63
10,부산광역시 기장군,6697064,435136,786194,122
11,부산광역시 중구,4499309,72438,797172,92
11,부산광역시 서구,3256882,33436,590353,44
11,부산광역시 동구,4196258,75532,739626,87
11,부산광역시 영도구,3415043,37567,334516,35
11,부산광역시 동래구,7068344,85460,1115599,53
11,부산광역시 남구,6830974,88999,851250,35
11,부산광역시 북구,6635743,51369,541144,54
11,부산광역시 사하구,6348800,62556,636307,39
11,부산광역시 금정구,6321919,87992,870341,30
11,부산광역시 강서구,5762632,220960,1227865,57
11,부산광역시 연제구,4651479,37567,1027712,42
11,부산광역시 수영구,5739288,105563,956850,120
11,부산광역시 사상구,5165135,81469,941981,64
11,부산광역시 기장군,5972497,344427,883472,119
12,부산광역시 중구,4914123,100502,735695,92
12,부산광역시 서구,3209899,38208,467390,45
12,부산광역시 동구,4168884,82060,598980,88
12,부산광역시 영도구,3506460,47401,265039,36
12,부산광역시 동래구,7126414,103728,906774,52
12,부산광역시 남구,6608396,92656,657310,36
12,부산광역시 북구,6654269,58525,445227,54
12,부산광역시 사하구,6109678,72737,512573,39
12,부산광역시 금정구,6133506,84463,667244,30
12,부산광역시 강서구,5623915,246502,979106,58
12,부산광역시 연제구,4782942,47401,846499,42
12,부산광역시 수영구,5786947,133939,790823,119
12,부산광역시 사상구,5063072,88301,740811,64
12,부산광역시 기장군,6169576,427355,750846,123
1,울산광역시 중구,5549366,43463,449007,24
1,울산광역시 남구,9906225,158316,1055144,118
1,울산광역시 동구,3751452,41761,275521,36
1,울산광역시 북구,5467995,84056,604925,43
1,울산광역시 울주군,6653371,162216,688870,159
2,울산광역시 중구,4940707,45872,426734,24
2,울산광역시 남구,8982853,154585,1041760,118
2,울산광역시 동구,3504765,44721,274780,36
2,울산광역시 북구,5063063,79706,602502,43
2,울산광역시 울주군,6056672,155198,682991,157
3,울산광역시 중구,5693869,50776,421506,23
3,울산광역시 남구,10303537,168039,1058640,118
3,울산광역시 동구,4022881,49988,282993,36
3,울산광역시 북구,5633800,85609,604311,44
3,울산광역시 울주군,7092123,180498,748035,156
4,울산광역시 중구,5383887,52672,425107,23
4,울산광역시 남구,9542091,169105,1057863,121
4,울산광역시 동구,3841159,44138,288869,40
4,울산광역시 북구,5363770,76504,602886,49
4,울산광역시 울주군,6620302,155911,713744,167
5,울산광역시 중구,5778814,65326,455741,23
5,울산광역시 남구,10479984,199289,1111852,121
5,울산광역시 동구,4069459,48500,297617,40
5,울산광역시 북구,5710499,83419,619257,49
5,울산광역시 울주군,7170132,172350,745467,167
6,울산광역시 중구,5405135,55906,553178,23
6,울산광역시 남구,9798502,176149,1360555,123
6,울산광역시 동구,3848026,48824,386295,40
6,울산광역시 북구,5323413,80889,777270,50
6,울산광역시 울주군,6690718,163541,923889,174
7,울산광역시 중구,5464847,56757,466018,25
7,울산광역시 남구,9869212,180032,1116466,123
7,울산광역시 동구,3894985,46153,312600,39
7,울산광역시 북구,5481325,86180,656304,52
7,울산광역시 울주군,6861259,178622,770009,174
8,울산광역시 중구,5302414,57621,454623,25
8,울산광역시 남구,9744902,180068,1067652,123
8,울산광역시 동구,3856208,55171,301099,39
8,울산광역시 북구,5510888,92851,632616,53
8,울산광역시 울주군,7002517,207607,811858,177
9,울산광역시 중구,5332971,57433,481584,25
9,울산광역시 남구,9844164,176723,1120760,123
9,울산광역시 동구,3886326,55353,322652,39
9,울산광역시 북구,5464183,93052,635123,54
9,울산광역시 울주군,7010402,188205,814720,177
10,울산광역시 중구,5505242,66510,485313,25
10,울산광역시 남구,10056457,177219,1123932,124
10,울산광역시 동구,3896981,57606,299992,39
